stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000254958	9606.ENSP00000357348	JAG1	HEY2	9606	0.918	0	0	0	0.056	0.071	0	0.914
9606.ENSP00000254958	9606.ENSP00000345206	JAG1	RBPJ	9606	0.938	0	0	0	0	0.289	0	0.916
9606.ENSP00000254958	9606.ENSP00000256646	JAG1	NOTCH2	9606	0.999	0	0	0	0.092	0.644	0.9	0.99
9606.ENSP00000255194	9606.ENSP00000338777	AP3B1	AP3S2	9606	0.981	0	0	0	0.06	0.617	0.9	0.539
9606.ENSP00000255198	9606.ENSP00000479071	ZBED3	ZFAND6	9606	0.706	0	0	0	0	0	0	0.706
9606.ENSP00000256637	9606.ENSP00000422185	SORT1	SORCS2	9606	0.748	0	0	0	0.067	0.087	0	0.728
9606.ENSP00000256637	9606.ENSP00000497642	SORT1	LPL	9606	0.831	0	0.009	0	0.063	0.42	0	0.714
9606.ENSP00000256637	9606.ENSP00000303208	SORT1	PCSK9	9606	0.866	0	0	0	0	0	0	0.866
9606.ENSP00000256637	9606.ENSP00000271332	SORT1	CELSR2	9606	0.949	0	0	0	0.083	0	0	0.947
9606.ENSP00000256637	9606.ENSP00000414303	SORT1	BDNF	9606	0.998	0	0	0	0	0.772	0	0.995
9606.ENSP00000256646	9606.ENSP00000340292	NOTCH2	DLK1	9606	0.787	0	0	0	0	0.128	0	0.765
9606.ENSP00000256646	9606.ENSP00000357348	NOTCH2	HEY2	9606	0.803	0	0	0	0	0.071	0	0.796
9606.ENSP00000256646	9606.ENSP00000421180	NOTCH2	MAML3	9606	0.966	0	0	0	0	0.071	0.9	0.672
9606.ENSP00000256646	9606.ENSP00000434552	NOTCH2	MAML2	9606	0.968	0	0	0	0.067	0.071	0.9	0.676
9606.ENSP00000256646	9606.ENSP00000345206	NOTCH2	RBPJ	9606	0.998	0	0	0	0.06	0.758	0.9	0.938
9606.ENSP00000256759	9606.ENSP00000332973	FST	SMAD3	9606	0.7	0	0	0	0.047	0	0	0.698
9606.ENSP00000256759	9606.ENSP00000295228	FST	INHBB	9606	0.98	0	0	0	0.129	0.265	0.9	0.731
9606.ENSP00000256857	9606.ENSP00000256999	GRP	FOLH1	9606	0.779	0	0	0	0.049	0	0	0.777
9606.ENSP00000256999	9606.ENSP00000353731	FOLH1	DPP4	9606	0.758	0	0	0	0.044	0	0	0.757
9606.ENSP00000257068	9606.ENSP00000282728	MTNR1B	HHEX	9606	0.709	0	0	0	0.084	0	0	0.696
9606.ENSP00000257068	9606.ENSP00000486891	MTNR1B	TCF7L2	9606	0.724	0	0	0	0.056	0	0	0.72
9606.ENSP00000257068	9606.ENSP00000380432	MTNR1B	INS	9606	0.73	0	0	0	0.065	0	0	0.723
9606.ENSP00000257068	9606.ENSP00000345708	MTNR1B	KCNJ11	9606	0.745	0	0	0	0.044	0	0	0.745
9606.ENSP00000257068	9606.ENSP00000264717	MTNR1B	GCKR	9606	0.749	0	0	0	0.085	0	0	0.737
9606.ENSP00000257068	9606.ENSP00000415011	MTNR1B	SLC30A8	9606	0.763	0	0	0	0	0	0	0.763
9606.ENSP00000257068	9606.ENSP00000274695	MTNR1B	CDKAL1	9606	0.8	0	0	0	0	0	0	0.8
9606.ENSP00000257068	9606.ENSP00000364512	MTNR1B	G6PC2	9606	0.804	0	0	0	0.062	0	0	0.8
9606.ENSP00000257068	9606.ENSP00000432586	MTNR1B	FAT3	9606	0.831	0	0	0	0.06	0	0	0.827
9606.ENSP00000257068	9606.ENSP00000385780	MTNR1B	DGKB	9606	0.884	0	0	0	0.042	0	0	0.884
9606.ENSP00000257068	9606.ENSP00000419361	MTNR1B	ADCY5	9606	0.911	0	0	0	0.042	0	0	0.911
9606.ENSP00000257408	9606.ENSP00000385523	KLB	PPARA	9606	0.718	0	0	0	0	0.045	0	0.717
9606.ENSP00000257408	9606.ENSP00000447149	KLB	NR1H4	9606	0.74	0	0	0	0.104	0.045	0	0.721
9606.ENSP00000257408	9606.ENSP00000339824	KLB	FGFR3	9606	0.905	0	0	0	0.076	0.334	0.4	0.773
9606.ENSP00000257408	9606.ENSP00000292408	KLB	FGFR4	9606	0.999	0	0	0	0.064	0.345	0.8	0.999
9606.ENSP00000257570	9606.ENSP00000497271	OASL	IFIH1	9606	0.94	0	0	0	0.746	0	0	0.773
9606.ENSP00000257570	9606.ENSP00000369213	OASL	DDX58	9606	0.999	0	0	0	0.783	0.047	0.9	0.974
9606.ENSP00000257749	9606.ENSP00000384018	BACH2	NCOR2	9606	0.851	0	0	0	0	0.362	0	0.777
9606.ENSP00000257749	9606.ENSP00000442060	BACH2	MAFF	9606	0.955	0	0	0	0.055	0.653	0	0.873
9606.ENSP00000258341	9606.ENSP00000269221	LAMC1	RMC1	9606	0.749	0	0	0	0.042	0	0	0.749
9606.ENSP00000258341	9606.ENSP00000327290	LAMC1	ITGA11	9606	0.765	0	0	0	0.068	0.071	0.65	0.318
9606.ENSP00000258341	9606.ENSP00000348385	LAMC1	COL27A1	9606	0.783	0	0	0	0.087	0.067	0	0.765
9606.ENSP00000258341	9606.ENSP00000352798	LAMC1	COL18A1	9606	0.793	0	0	0	0.098	0	0.5	0.578
9606.ENSP00000258341	9606.ENSP00000282588	LAMC1	ITGA1	9606	0.796	0	0	0	0.072	0.071	0.65	0.403
9606.ENSP00000258341	9606.ENSP00000374309	LAMC1	LAMA1	9606	0.944	0	0	0	0.072	0.135	0.8	0.695
9606.ENSP00000258484	9606.ENSP00000283928	EPC2	JAZF1	9606	0.833	0	0	0	0.05	0.741	0	0.376
9606.ENSP00000258499	9606.ENSP00000384018	USP44	NCOR2	9606	0.72	0	0	0	0	0.707	0	0.084
9606.ENSP00000258729	9606.ENSP00000418823	IGF2BP3	FTO	9606	0.794	0	0	0	0.042	0	0	0.794
9606.ENSP00000258729	9606.ENSP00000410242	IGF2BP3	IGF2BP2	9606	0.851	0	0	0.055	0.242	0.698	0	0.393
9606.ENSP00000258729	9606.ENSP00000437621	IGF2BP3	HMGA2	9606	0.909	0	0	0	0.257	0.292	0	0.842
9606.ENSP00000258729	9606.ENSP00000290341	IGF2BP3	IGF2BP1	9606	0.984	0	0	0.052	0.777	0.877	0	0.468
9606.ENSP00000259037	9606.ENSP00000377033	NDUFB5	ATP5MC1	9606	0.772	0	0	0	0.581	0	0	0.478
9606.ENSP00000259037	9606.ENSP00000377411	NDUFB5	NDUFA4L2	9606	0.805	0	0	0	0.555	0	0.467	0.245
9606.ENSP00000259037	9606.ENSP00000323076	NDUFB5	NDUFAF3	9606	0.926	0	0	0	0.133	0.471	0.838	0.127
9606.ENSP00000259037	9606.ENSP00000296597	NDUFB5	NDUFAF2	9606	0.929	0	0	0	0.187	0	0.838	0.505
9606.ENSP00000259037	9606.ENSP00000358272	NDUFB5	NDUFAF4	9606	0.951	0	0	0	0.129	0.591	0.838	0.258
9606.ENSP00000259037	9606.ENSP00000354728	NDUFB5	MT-ND4L	9606	0.991	0	0	0	0	0.894	0.851	0.471
9606.ENSP00000259037	9606.ENSP00000260361	NDUFB5	NDUFAF1	9606	0.993	0	0	0	0.238	0.597	0.967	0.456
9606.ENSP00000259037	9606.ENSP00000339720	NDUFB5	NDUFA4	9606	0.996	0	0	0	0.677	0.228	0.944	0.746
9606.ENSP00000259037	9606.ENSP00000354665	NDUFB5	MT-ND6	9606	0.996	0	0	0	0	0.962	0.851	0.441
9606.ENSP00000259037	9606.ENSP00000354687	NDUFB5	MT-ND1	9606	0.997	0	0	0	0.151	0.892	0.967	0.309
9606.ENSP00000259037	9606.ENSP00000355206	NDUFB5	MT-ND3	9606	0.997	0	0	0	0	0.894	0.967	0.299
9606.ENSP00000259037	9606.ENSP00000419087	NDUFB5	NDUFB2	9606	0.998	0	0	0	0.364	0.812	0.967	0.685
9606.ENSP00000259037	9606.ENSP00000362873	NDUFB5	NDUFA8	9606	0.999	0	0	0	0.891	0.989	0.967	0.82
9606.ENSP00000259037	9606.ENSP00000362058	NDUFB5	NDUFS5	9606	0.999	0	0	0	0.667	0.999	0.9	0.603
9606.ENSP00000259037	9606.ENSP00000356972	NDUFB5	NDUFS2	9606	0.999	0	0	0	0.339	0.939	0.967	0.791
9606.ENSP00000259037	9606.ENSP00000268668	NDUFB5	NDUFB10	9606	0.999	0	0	0	0.92	0.989	0.967	0.965
9606.ENSP00000259037	9606.ENSP00000346196	NDUFB5	NDUFV3	9606	0.999	0	0	0	0.423	0.937	0.967	0.82
9606.ENSP00000259037	9606.ENSP00000483888	NDUFB5	NDUFB1	9606	0.999	0	0	0	0.37	0.988	0.9	0.896
9606.ENSP00000259037	9606.ENSP00000369176	NDUFB5	NDUFB6	9606	0.999	0	0	0	0.882	0.99	0.967	0.883
9606.ENSP00000259037	9606.ENSP00000315774	NDUFB5	NDUFS8	9606	0.999	0	0	0	0.859	0.94	0.967	0.652
9606.ENSP00000259037	9606.ENSP00000389160	NDUFB5	NDUFA11	9606	0.999	0	0	0	0.663	0.999	0.944	0.787
9606.ENSP00000259037	9606.ENSP00000360492	NDUFB5	NDUFA1	9606	0.999	0	0	0	0.414	0.922	0.967	0.71
9606.ENSP00000259037	9606.ENSP00000296684	NDUFB5	NDUFS4	9606	0.999	0	0	0	0.887	0.913	0.967	0.523
9606.ENSP00000259037	9606.ENSP00000301457	NDUFB5	NDUFA7	9606	0.999	0	0	0	0.631	0.917	0.967	0.86
9606.ENSP00000259037	9606.ENSP00000355046	NDUFB5	MT-ND2	9606	0.999	0	0	0	0.067	0.976	0.967	0.319
9606.ENSP00000259037	9606.ENSP00000497587	NDUFB5	NDUFV1	9606	0.999	0	0	0	0.328	0.921	0.967	0.787
9606.ENSP00000259037	9606.ENSP00000263774	NDUFB5	NDUFS3	9606	0.999	0	0	0	0.893	0.977	0.967	0.551
9606.ENSP00000259037	9606.ENSP00000276689	NDUFB5	NDUFB9	9606	0.999	0	0	0	0.894	0.99	0.967	0.621
9606.ENSP00000259037	9606.ENSP00000418438	NDUFB5	NDUFA3	9606	0.999	0	0	0	0.443	0.974	0.967	0.538
9606.ENSP00000259037	9606.ENSP00000330737	NDUFB5	NDUFA12	9606	0.999	0	0	0	0.938	0.998	0.967	0.615
9606.ENSP00000259037	9606.ENSP00000266544	NDUFB5	NDUFA9	9606	0.999	0	0	0	0.781	0.998	0.944	0.687
9606.ENSP00000259037	9606.ENSP00000354813	NDUFB5	MT-ND5	9606	0.999	0	0	0	0.097	0.985	0.967	0.387
9606.ENSP00000259037	9606.ENSP00000417142	NDUFB5	NDUFA5	9606	0.999	0	0	0	0.861	0.95	0.967	0.915
9606.ENSP00000259037	9606.ENSP00000274137	NDUFB5	NDUFS6	9606	0.999	0	0	0	0.869	0.939	0.967	0.9
9606.ENSP00000259037	9606.ENSP00000482543	NDUFB5	NDUFA6	9606	0.999	0	0	0	0.832	0.998	0.967	0.904
9606.ENSP00000259037	9606.ENSP00000276062	NDUFB5	NDUFB11	9606	0.999	0	0	0	0.844	0.984	0.967	0.928
9606.ENSP00000259037	9606.ENSP00000299166	NDUFB5	NDUFB8	9606	0.999	0	0	0	0.878	0.966	0.967	0.753
9606.ENSP00000259037	9606.ENSP00000407336	NDUFB5	NDUFB3	9606	0.999	0	0	0	0.876	0.966	0.967	0.946
9606.ENSP00000259037	9606.ENSP00000327268	NDUFB5	NDUFV2	9606	0.999	0	0	0	0.874	0.94	0.967	0.886
9606.ENSP00000259037	9606.ENSP00000392709	NDUFB5	NDUFS1	9606	0.999	0	0	0	0.26	0.959	0.967	0.8
9606.ENSP00000259037	9606.ENSP00000458770	NDUFB5	NDUFAB1	9606	0.999	0	0	0	0.803	0.991	0.967	0.804
9606.ENSP00000259037	9606.ENSP00000441126	NDUFB5	NDUFC1	9606	0.999	0	0	0	0.722	0.825	0.967	0.902
9606.ENSP00000259037	9606.ENSP00000354961	NDUFB5	MT-ND4	9606	0.999	0	0	0	0.139	0.985	0.967	0.629
9606.ENSP00000259037	9606.ENSP00000423673	NDUFB5	NDUFA13	9606	0.999	0	0	0	0.856	0.975	0.967	0.708
9606.ENSP00000259037	9606.ENSP00000281031	NDUFB5	NDUFC2	9606	0.999	0	0	0	0.834	0.978	0.944	0.582
9606.ENSP00000259075	9606.ENSP00000363089	TANK	TLR4	9606	0.745	0	0	0	0.099	0	0.5	0.481
9606.ENSP00000259075	9606.ENSP00000369213	TANK	DDX58	9606	0.835	0	0	0	0.082	0	0.5	0.67
9606.ENSP00000259075	9606.ENSP00000497271	TANK	IFIH1	9606	0.839	0	0	0	0.184	0	0.5	0.637
9606.ENSP00000259075	9606.ENSP00000376500	TANK	TRAF3	9606	0.999	0	0	0	0	0.885	0.9	0.998
9606.ENSP00000260361	9606.ENSP00000354665	NDUFAF1	MT-ND6	9606	0.899	0	0	0	0	0	0.851	0.354
9606.ENSP00000260361	9606.ENSP00000354728	NDUFAF1	MT-ND4L	9606	0.904	0	0	0	0	0	0.851	0.382
9606.ENSP00000260361	9606.ENSP00000483888	NDUFAF1	NDUFB1	9606	0.949	0	0	0	0.065	0	0.9	0.505
9606.ENSP00000260361	9606.ENSP00000379430	NDUFAF1	NDUFAF6	9606	0.958	0	0	0	0.111	0	0.5	0.913
9606.ENSP00000260361	9606.ENSP00000296597	NDUFAF1	NDUFAF2	9606	0.959	0	0	0	0.06	0	0.838	0.754
9606.ENSP00000260361	9606.ENSP00000339720	NDUFAF1	NDUFA4	9606	0.963	0	0	0	0.049	0	0.944	0.366
9606.ENSP00000260361	9606.ENSP00000281031	NDUFAF1	NDUFC2	9606	0.975	0	0	0	0.058	0.225	0.944	0.46
9606.ENSP00000260361	9606.ENSP00000266544	NDUFAF1	NDUFA9	9606	0.976	0	0	0	0.131	0.292	0.944	0.403
9606.ENSP00000260361	9606.ENSP00000389160	NDUFAF1	NDUFA11	9606	0.976	0	0	0	0.056	0	0.944	0.59
9606.ENSP00000260361	9606.ENSP00000419087	NDUFAF1	NDUFB2	9606	0.977	0	0	0	0.116	0	0.967	0.272
9606.ENSP00000260361	9606.ENSP00000301457	NDUFAF1	NDUFA7	9606	0.978	0	0	0	0.082	0	0.967	0.344
9606.ENSP00000260361	9606.ENSP00000418438	NDUFAF1	NDUFA3	9606	0.978	0	0	0	0.057	0	0.967	0.346
9606.ENSP00000260361	9606.ENSP00000346196	NDUFAF1	NDUFV3	9606	0.978	0	0	0	0.064	0	0.967	0.359
9606.ENSP00000260361	9606.ENSP00000441126	NDUFAF1	NDUFC1	9606	0.979	0	0	0	0.066	0	0.967	0.386
9606.ENSP00000260361	9606.ENSP00000417142	NDUFAF1	NDUFA5	9606	0.979	0	0	0	0.105	0	0.967	0.356
9606.ENSP00000260361	9606.ENSP00000354961	NDUFAF1	MT-ND4	9606	0.98	0	0	0	0.062	0	0.967	0.413
9606.ENSP00000260361	9606.ENSP00000299166	NDUFAF1	NDUFB8	9606	0.983	0	0	0	0.055	0	0.967	0.505
9606.ENSP00000260361	9606.ENSP00000407336	NDUFAF1	NDUFB3	9606	0.984	0	0	0	0.265	0	0.967	0.414
9606.ENSP00000260361	9606.ENSP00000360492	NDUFAF1	NDUFA1	9606	0.984	0	0	0	0.075	0	0.967	0.514
9606.ENSP00000260361	9606.ENSP00000458770	NDUFAF1	NDUFAB1	9606	0.985	0	0	0	0.127	0	0.967	0.522
9606.ENSP00000260361	9606.ENSP00000327268	NDUFAF1	NDUFV2	9606	0.985	0	0	0	0.116	0	0.967	0.52
9606.ENSP00000260361	9606.ENSP00000482543	NDUFAF1	NDUFA6	9606	0.985	0	0	0	0.058	0.292	0.967	0.4
9606.ENSP00000260361	9606.ENSP00000296684	NDUFAF1	NDUFS4	9606	0.985	0	0	0	0.129	0	0.967	0.54
9606.ENSP00000260361	9606.ENSP00000276689	NDUFAF1	NDUFB9	9606	0.985	0	0	0	0.057	0	0.967	0.55
9606.ENSP00000260361	9606.ENSP00000268668	NDUFAF1	NDUFB10	9606	0.985	0	0	0	0.06	0	0.967	0.561
9606.ENSP00000260361	9606.ENSP00000315774	NDUFAF1	NDUFS8	9606	0.986	0	0	0	0.142	0	0.967	0.55
9606.ENSP00000260361	9606.ENSP00000274137	NDUFAF1	NDUFS6	9606	0.987	0	0	0	0.056	0	0.967	0.624
9606.ENSP00000260361	9606.ENSP00000497587	NDUFAF1	NDUFV1	9606	0.987	0	0	0	0.125	0	0.967	0.588
9606.ENSP00000260361	9606.ENSP00000369176	NDUFAF1	NDUFB6	9606	0.987	0	0	0	0.149	0.292	0.967	0.444
9606.ENSP00000260361	9606.ENSP00000354813	NDUFAF1	MT-ND5	9606	0.988	0	0	0	0.058	0.439	0.967	0.412
9606.ENSP00000260361	9606.ENSP00000358272	NDUFAF1	NDUFAF4	9606	0.988	0	0	0	0.067	0.606	0.838	0.822
9606.ENSP00000260361	9606.ENSP00000356972	NDUFAF1	NDUFS2	9606	0.989	0	0	0	0.067	0	0.967	0.674
9606.ENSP00000260361	9606.ENSP00000355206	NDUFAF1	MT-ND3	9606	0.995	0	0	0	0	0.797	0.967	0.419
9606.ENSP00000260361	9606.ENSP00000362873	NDUFAF1	NDUFA8	9606	0.995	0	0	0	0.304	0.729	0.967	0.301
9606.ENSP00000260361	9606.ENSP00000354687	NDUFAF1	MT-ND1	9606	0.996	0	0	0	0.065	0.635	0.967	0.722
9606.ENSP00000260361	9606.ENSP00000355046	NDUFAF1	MT-ND2	9606	0.997	0	0	0	0.062	0.797	0.967	0.673
9606.ENSP00000260361	9606.ENSP00000392709	NDUFAF1	NDUFS1	9606	0.999	0	0	0	0.149	0.994	0.967	0.507
9606.ENSP00000260361	9606.ENSP00000423673	NDUFAF1	NDUFA13	9606	0.999	0	0	0	0.135	0.996	0.967	0.632
9606.ENSP00000260361	9606.ENSP00000330737	NDUFAF1	NDUFA12	9606	0.999	0	0	0	0.085	0.994	0.967	0.737
9606.ENSP00000260361	9606.ENSP00000276062	NDUFAF1	NDUFB11	9606	0.999	0	0	0	0.103	0.994	0.967	0.475
9606.ENSP00000260361	9606.ENSP00000323076	NDUFAF1	NDUFAF3	9606	0.999	0	0	0	0.056	0.994	0.838	0.732
9606.ENSP00000260361	9606.ENSP00000263774	NDUFAF1	NDUFS3	9606	0.999	0	0	0	0.146	0.994	0.967	0.573
9606.ENSP00000260361	9606.ENSP00000362058	NDUFAF1	NDUFS5	9606	0.999	0	0	0	0.058	0.994	0.9	0.485
9606.ENSP00000260653	9606.ENSP00000331608	SIX3	IRX3	9606	0.7	0	0	0	0.055	0	0	0.695
9606.ENSP00000260653	9606.ENSP00000290552	SIX3	IRX6	9606	0.716	0	0	0	0.057	0	0	0.711
9606.ENSP00000260653	9606.ENSP00000304767	SIX3	P2RY1	9606	0.762	0	0	0	0	0	0	0.762
9606.ENSP00000260653	9606.ENSP00000362717	SIX3	LHX2	9606	0.763	0	0	0	0.112	0.051	0	0.741
9606.ENSP00000260653	9606.ENSP00000390436	SIX3	GLI2	9606	0.774	0	0	0	0.062	0.048	0	0.768
9606.ENSP00000260653	9606.ENSP00000400341	SIX3	FOXA2	9606	0.783	0	0	0	0.058	0	0	0.779
9606.ENSP00000260731	9606.ENSP00000479617	KIF11	UHRF1	9606	0.708	0	0	0	0.587	0.069	0	0.301
9606.ENSP00000260731	9606.ENSP00000415011	KIF11	SLC30A8	9606	0.79	0	0	0	0	0	0	0.79
9606.ENSP00000260731	9606.ENSP00000282728	KIF11	HHEX	9606	0.844	0	0.156	0	0.042	0	0	0.823
9606.ENSP00000260731	9606.ENSP00000355958	KIF11	DTL	9606	0.85	0	0	0	0.815	0	0	0.222
9606.ENSP00000260731	9606.ENSP00000377793	KIF11	PRC1	9606	0.972	0	0	0	0.902	0.409	0	0.56
9606.ENSP00000260762	9606.ENSP00000401435	EXOC6	VPS53	9606	0.785	0	0	0	0.042	0.546	0	0.546
9606.ENSP00000261254	9606.ENSP00000478887	CCND2	MYC	9606	0.701	0	0	0	0.05	0	0	0.699
9606.ENSP00000261254	9606.ENSP00000361021	CCND2	PTEN	9606	0.706	0	0	0	0.07	0.312	0	0.578
9606.ENSP00000261254	9606.ENSP00000381185	CCND2	BCL2	9606	0.885	0	0	0	0.064	0	0	0.882
9606.ENSP00000261254	9606.ENSP00000303706	CCND2	CDC25A	9606	0.955	0	0	0	0.06	0	0.9	0.567
9606.ENSP00000261254	9606.ENSP00000276925	CCND2	CDKN2B	9606	0.962	0	0	0	0	0.177	0.9	0.584
9606.ENSP00000261254	9606.ENSP00000262662	CCND2	CDKN2C	9606	0.963	0	0	0	0	0.175	0.9	0.588
9606.ENSP00000261254	9606.ENSP00000262133	CCND2	RBL2	9606	0.99	0	0	0	0.044	0.849	0.9	0.419
9606.ENSP00000261254	9606.ENSP00000413720	CCND2	CDKN1C	9606	0.994	0	0	0	0.098	0.836	0.9	0.664
9606.ENSP00000261396	9606.ENSP00000367721	NUP133	NUP160	9606	0.999	0	0	0	0.367	0.984	0.9	0.999
9606.ENSP00000261733	9606.ENSP00000437621	ALDH2	HMGA2	9606	0.78	0	0	0	0	0	0	0.78
9606.ENSP00000261733	9606.ENSP00000419027	ALDH2	PCCB	9606	0.843	0	0	0	0.124	0	0.8	0.176
9606.ENSP00000261733	9606.ENSP00000350928	ALDH2	GAD1	9606	0.933	0	0	0	0.087	0.047	0.914	0.219
9606.ENSP00000261733	9606.ENSP00000411613	ALDH2	AOC1	9606	0.939	0	0	0	0.086	0.091	0.918	0.213
9606.ENSP00000261733	9606.ENSP00000306606	ALDH2	ADH1B	9606	0.995	0.048	0.001	0	0.147	0	0.706	0.984
9606.ENSP00000261917	9606.ENSP00000307342	HCN4	HCN1	9606	0.904	0	0	0.05	0.044	0.619	0.72	0.169
9606.ENSP00000261917	9606.ENSP00000490107	HCN4	SCN2A	9606	0.924	0	0	0	0.063	0.058	0.9	0.242
9606.ENSP00000261917	9606.ENSP00000328968	HCN4	SCN5A	9606	0.953	0	0	0	0.088	0.058	0	0.949
9606.ENSP00000262133	9606.ENSP00000413720	RBL2	CDKN1C	9606	0.708	0	0	0	0	0.102	0.5	0.402
9606.ENSP00000262133	9606.ENSP00000284601	RBL2	PPP1R3A	9606	0.981	0	0	0	0	0	0	0.981
9606.ENSP00000262139	9606.ENSP00000262291	WIPI1	VMP1	9606	0.802	0	0	0	0.056	0	0	0.798
9606.ENSP00000262139	9606.ENSP00000404923	WIPI1	TECPR1	9606	0.974	0	0	0	0.086	0	0.9	0.746
9606.ENSP00000262139	9606.ENSP00000375873	WIPI1	ATG16L1	9606	0.99	0	0	0	0.072	0.597	0.9	0.772
9606.ENSP00000262304	9606.ENSP00000390535	PKD1	PRKD1	9606	0.893	0	0	0	0	0	0	0.893
9606.ENSP00000262441	9606.ENSP00000266088	GLP2R	SLC5A1	9606	0.733	0	0	0	0.052	0	0	0.73
9606.ENSP00000262441	9606.ENSP00000353731	GLP2R	DPP4	9606	0.79	0	0	0	0.067	0	0	0.784
9606.ENSP00000262441	9606.ENSP00000362353	GLP2R	GLP1R	9606	0.916	0	0	0.066	0.092	0	0.9	0.125
9606.ENSP00000262461	9606.ENSP00000294016	SLC12A2	ADCY9	9606	0.907	0	0	0	0.057	0	0.9	0.101
9606.ENSP00000262623	9606.ENSP00000290866	ATP4A	ACE	9606	0.771	0	0	0	0	0	0	0.771
9606.ENSP00000262623	9606.ENSP00000334216	ATP4A	ATP4B	9606	0.999	0	0	0	0.529	0.937	0.9	0.821
9606.ENSP00000262662	9606.ENSP00000276925	CDKN2C	CDKN2B	9606	0.751	0	0	0	0	0.454	0.5	0.164
9606.ENSP00000262662	9606.ENSP00000413720	CDKN2C	CDKN1C	9606	0.858	0	0	0	0.048	0.049	0.5	0.724
9606.ENSP00000263035	9606.ENSP00000318351	DHTKD1	BCKDHB	9606	0.776	0	0	0	0.138	0	0.58	0.432
9606.ENSP00000263341	9606.ENSP00000385523	IL1B	PPARA	9606	0.711	0	0	0	0.102	0	0	0.691
9606.ENSP00000263341	9606.ENSP00000264896	IL1B	SCARB2	9606	0.712	0	0	0	0.06	0	0	0.706
9606.ENSP00000263341	9606.ENSP00000498227	IL1B	SELL	9606	0.714	0	0	0	0.182	0	0	0.665
9606.ENSP00000263341	9606.ENSP00000361021	IL1B	PTEN	9606	0.738	0	0	0	0.043	0	0	0.738
9606.ENSP00000263341	9606.ENSP00000369213	IL1B	DDX58	9606	0.743	0	0	0	0.111	0	0	0.723
9606.ENSP00000263341	9606.ENSP00000354612	IL1B	PTGS1	9606	0.748	0	0	0	0.166	0	0	0.711
9606.ENSP00000263341	9606.ENSP00000321345	IL1B	IL23R	9606	0.751	0	0	0	0.098	0	0	0.736
9606.ENSP00000263341	9606.ENSP00000295025	IL1B	REL	9606	0.772	0	0	0	0.093	0	0	0.759
9606.ENSP00000263341	9606.ENSP00000302961	IL1B	HSPA4	9606	0.776	0	0	0	0.056	0	0	0.773
9606.ENSP00000263341	9606.ENSP00000478887	IL1B	MYC	9606	0.778	0	0	0	0.113	0.129	0	0.736
9606.ENSP00000263341	9606.ENSP00000481570	IL1B	TNFAIP3	9606	0.782	0	0	0	0.457	0.095	0	0.593
9606.ENSP00000263341	9606.ENSP00000349446	IL1B	ARG1	9606	0.8	0	0	0	0.084	0	0	0.79
9606.ENSP00000263341	9606.ENSP00000327251	IL1B	NOS2	9606	0.803	0	0	0	0.073	0	0	0.796
9606.ENSP00000263341	9606.ENSP00000381185	IL1B	BCL2	9606	0.808	0	0	0	0.055	0	0	0.805
9606.ENSP00000263341	9606.ENSP00000327513	IL1B	CSF1	9606	0.81	0	0	0	0.12	0	0	0.793
9606.ENSP00000263341	9606.ENSP00000405330	IL1B	ESR1	9606	0.82	0	0	0	0.051	0	0	0.819
9606.ENSP00000263341	9606.ENSP00000414303	IL1B	BDNF	9606	0.844	0	0	0	0.042	0	0	0.844
9606.ENSP00000263341	9606.ENSP00000379438	IL1B	UMOD	9606	0.85	0	0	0	0.057	0	0	0.848
9606.ENSP00000263341	9606.ENSP00000312652	IL1B	LEP	9606	0.854	0	0	0	0	0	0	0.854
9606.ENSP00000263341	9606.ENSP00000287820	IL1B	PPARG	9606	0.858	0	0	0	0.104	0	0	0.848
9606.ENSP00000263341	9606.ENSP00000369293	IL1B	IL2RA	9606	0.869	0	0	0	0.157	0	0	0.851
9606.ENSP00000263341	9606.ENSP00000380432	IL1B	INS	9606	0.896	0	0	0	0.068	0	0	0.893
9606.ENSP00000263341	9606.ENSP00000304915	IL1B	IL13	9606	0.953	0	0	0	0.087	0	0.4	0.922
9606.ENSP00000263341	9606.ENSP00000345347	IL1B	HMGB1	9606	0.97	0	0	0	0	0.292	0	0.959
9606.ENSP00000263341	9606.ENSP00000356438	IL1B	PTGS2	9606	0.974	0	0	0	0.656	0	0	0.928
9606.ENSP00000263341	9606.ENSP00000363089	IL1B	TLR4	9606	0.986	0	0	0	0.181	0	0	0.984
9606.ENSP00000263341	9606.ENSP00000412237	IL1B	IL10	9606	0.991	0	0	0	0.409	0	0.4	0.978
9606.ENSP00000263774	9606.ENSP00000345445	NDUFS3	SAMM50	9606	0.726	0.11	0	0	0.262	0.448	0	0.334
9606.ENSP00000263774	9606.ENSP00000377411	NDUFS3	NDUFA4L2	9606	0.726	0	0	0	0.393	0.053	0.467	0.211
9606.ENSP00000263774	9606.ENSP00000377033	NDUFS3	ATP5MC1	9606	0.855	0.102	0	0	0.627	0	0	0.601
9606.ENSP00000263774	9606.ENSP00000379430	NDUFS3	NDUFAF6	9606	0.901	0	0	0	0.088	0.095	0.5	0.789
9606.ENSP00000263774	9606.ENSP00000296597	NDUFS3	NDUFAF2	9606	0.982	0	0	0	0.085	0.507	0.838	0.786
